trip_id,arrival_time,departure_time,stop_sequence,stop_id
22-851-1-27840,07:51:00,07:51:15,6,427501
22-851-1-27840,07:52:00,07:52:15,7,427404
22-851-1-27840,07:53:00,07:53:15,8,427202
22-851-1-27840,07:55:00,07:55:15,9,679421
22-851-1-27840,07:56:00,07:56:15,10,679101
22-851-1-27840,07:58:00,07:58:15,11,119321
22-851-1-27840,08:00:00,08:00:15,12,116821
22-851-1-27840,08:01:00,08:01:15,13,114601
22-852-3022-33180,09:13:00,09:13:15,1,114602
22-852-3022-33180,09:14:00,09:14:15,2,116822
22-852-3022-33180,09:15:00,09:16:15,3,119322
22-852-3022-33180,09:17:00,09:17:15,4,679102
22-852-3022-33180,09:18:00,09:18:15,5,679422
22-852-3022-33180,09:20:00,09:20:15,6,427201
22-852-3022-33180,09:21:00,09:21:15,7,427403
22-852-3022-33180,09:23:00,09:23:15,8,427502
22-852-3022-33180,09:24:00,09:24:15,9,125202
22-852-3022-33180,09:25:00,09:25:15,10,125602
22-852-3022-33180,09:27:00,09:38:15,11,126102
22-852-3022-33180,09:40:00,09:40:15,12,69522
22-852-3022-33180,09:41:00,09:41:15,13,69701
22-851-1-35040,09:44:00,09:44:15,1,69701
22-851-1-35040,09:45:00,09:45:15,2,69501
22-851-1-35040,09:47:00,09:48:15,3,126101
22-851-1-35040,09:49:00,09:49:15,4,125601
22-851-1-35040,09:50:00,09:50:15,5,125201
22-851-1-35040,09:51:00,09:51:15,6,427501
22-851-1-35040,09:52:00,09:52:15,7,427404
22-851-1-35040,09:53:00,09:53:15,8,427202
22-851-1-35040,09:55:00,09:55:15,9,679421
22-851-1-35040,09:56:00,09:56:15,10,679101
22-851-1-35040,09:58:00,09:58:15,11,119321
22-851-1-35040,10:00:00,10:00:15,12,116821
22-851-1-35040,10:01:00,10:01:15,13,114601
22-852-3022-40380,11:13:00,11:13:15,1,114602
22-852-3022-40380,11:14:00,11:14:15,2,116822
22-852-3022-40380,11:15:00,11:16:15,3,119322
22-852-3022-40380,11:17:00,11:17:15,4,679102
22-852-3022-40380,11:18:00,11:18:15,5,679422
22-852-3022-40380,11:20:00,11:20:15,6,427201
22-852-3022-40380,11:21:00,11:21:15,7,427403
22-852-3022-40380,11:23:00,11:23:15,8,427502
22-852-3022-40380,11:24:00,11:24:15,9,125202
22-852-3022-40380,11:25:00,11:25:15,10,125602
22-852-3022-40380,11:27:00,11:38:15,11,126102
22-852-3022-40380,11:40:00,11:40:15,12,69522
22-852-3022-40380,11:41:00,11:41:15,13,69701
22-851-1-42240,11:44:00,11:44:15,1,69701
22-851-1-42240,11:45:00,11:45:15,2,69501
22-851-1-42240,11:47:00,11:48:15,3,126101
22-851-1-42240,11:49:00,11:49:15,4,125601
22-851-1-42240,11:50:00,11:50:15,5,125201
22-851-1-42240,11:51:00,11:51:15,6,427501
22-851-1-42240,11:52:00,11:52:15,7,427404
22-851-1-42240,11:53:00,11:53:15,8,427202
22-851-1-42240,11:55:00,11:55:15,9,679421
22-851-1-42240,11:56:00,11:56:15,10,679101
22-851-1-42240,11:58:00,11:58:15,11,119321
22-851-1-42240,12:00:00,12:00:15,12,116821
22-851-1-42240,12:01:00,12:01:15,13,114601
22-852-3022-47580,13:13:00,13:13:15,1,114602
22-852-3022-47580,13:14:00,13:14:15,2,116822
22-852-3022-47580,13:15:00,13:16:15,3,119322
22-852-3022-47580,13:17:00,13:17:15,4,679102
22-852-3022-47580,13:18:00,13:18:15,5,679422
22-852-3022-47580,13:20:00,13:20:15,6,427201
22-852-3022-47580,13:21:00,13:21:15,7,427403
22-852-3022-47580,13:23:00,13:23:15,8,427502
22-852-3022-47580,13:24:00,13:24:15,9,125202
22-852-3022-47580,13:25:00,13:25:15,10,125602
22-852-3022-47580,13:27:00,13:38:15,11,126102
22-852-3022-47580,13:40:00,13:40:15,12,69522
22-852-3022-47580,13:41:00,13:41:15,13,69701
22-851-1-49440,13:44:00,13:44:15,1,69701
22-851-1-49440,13:45:00,13:45:15,2,69501
22-851-1-49440,13:47:00,13:48:15,3,126101
22-851-1-49440,13:49:00,13:49:15,4,125601
22-851-1-49440,13:50:00,13:50:15,5,125201
22-851-1-49440,13:51:00,13:51:15,6,427501
22-851-1-49440,13:52:00,13:52:15,7,427404
22-851-1-49440,13:53:00,13:53:15,8,427202
22-851-1-49440,13:55:00,13:55:15,9,679421
22-851-1-49440,13:56:00,13:56:15,10,679101
22-851-1-49440,13:58:00,13:58:15,11,119321
22-851-1-49440,14:00:00,14:00:15,12,116821
22-851-1-49440,14:01:00,14:01:15,13,114601
22-852-3022-54780,15:13:00,15:13:15,1,114602
22-852-3022-54780,15:14:00,15:14:15,2,116822
22-852-3022-54780,15:15:00,15:16:15,3,119322
22-852-3022-54780,15:17:00,15:17:15,4,679102
22-852-3022-54780,15:18:00,15:18:15,5,679422
22-852-3022-54780,15:20:00,15:20:15,6,427201
22-852-3022-54780,15:21:00,15:21:15,7,427403
22-852-3022-54780,15:23:00,15:23:15,8,427502
22-852-3022-54780,15:24:00,15:24:15,9,125202
22-852-3022-54780,15:25:00,15:25:15,10,125602
22-852-3022-54780,15:27:00,15:38:15,11,126102
22-852-3022-54780,15:40:00,15:40:15,12,69522
22-852-3022-54780,15:41:00,15:41:15,13,69701
22-851-1-56640,15:44:00,15:44:15,1,69701
22-851-1-56640,15:45:00,15:45:15,2,69501
22-851-1-56640,15:47:00,15:48:15,3,126101
22-851-1-56640,15:49:00,15:49:15,4,125601
22-851-1-56640,15:50:00,15:50:15,5,125201
22-851-1-56640,15:51:00,15:51:15,6,427501
22-851-1-56640,15:52:00,15:52:15,7,427404
22-851-1-56640,15:53:00,15:53:15,8,427202
22-851-1-56640,15:55:00,15:55:15,9,679421
22-851-1-56640,15:56:00,15:56:15,10,679101
22-851-1-56640,15:58:00,15:58:15,11,119321
22-851-1-56640,16:00:00,16:00:15,12,116821
22-851-1-56640,16:01:00,16:01:15,13,114601
22-852-3022-61980,17:13:00,17:13:15,1,114602
22-852-3022-61980,17:14:00,17:14:15,2,116822
22-852-3022-61980,17:15:00,17:16:15,3,119322
22-852-3022-61980,17:17:00,17:17:15,4,679102
22-852-3022-61980,17:18:00,17:18:15,5,679422
22-852-3022-61980,17:20:00,17:20:15,6,427201
22-852-3022-61980,17:21:00,17:21:15,7,427403
22-852-3022-61980,17:23:00,17:23:15,8,427502
22-852-3022-61980,17:24:00,17:24:15,9,125202
22-852-3022-61980,17:25:00,17:25:15,10,125602
22-852-3022-61980,17:27:00,17:38:15,11,126102
22-852-3022-61980,17:40:00,17:40:15,12,69522
22-852-3022-61980,17:41:00,17:41:15,13,69701
22-851-1-63840,17:44:00,17:44:15,1,69701
22-851-1-63840,17:45:00,17:45:15,2,69501
22-851-1-63840,17:47:00,17:48:15,3,126101
22-851-1-63840,17:49:00,17:49:15,4,125601
22-851-1-63840,17:50:00,17:50:15,5,125201
22-851-1-63840,17:51:00,17:51:15,6,427501
22-851-1-63840,17:52:00,17:52:15,7,427404
22-851-1-63840,17:53:00,17:53:15,8,427202
22-851-1-63840,17:55:00,17:55:15,9,679421
22-851-1-63840,17:56:00,17:56:15,10,679101
22-851-1-63840,17:58:00,17:58:15,11,119321
22-851-1-63840,18:00:00,18:00:15,12,116821
22-851-1-63840,18:01:00,18:01:15,13,114601
22-852-3022-69180,19:13:00,19:13:15,1,114602
22-852-3022-69180,19:14:00,19:14:15,2,116822
22-852-3022-69180,19:15:00,19:16:15,3,119322
22-852-3022-69180,19:17:00,19:17:15,4,679102
22-852-3022-69180,19:18:00,19:18:15,5,679422
22-852-3022-69180,19:20:00,19:20:15,6,427201
22-852-3022-69180,19:21:00,19:21:15,7,427403
22-852-3022-69180,19:23:00,19:23:15,8,427502
22-852-3022-69180,19:24:00,19:24:15,9,125202
22-852-3022-69180,19:25:00,19:25:15,10,125602
22-852-3022-69180,19:27:00,19:38:15,11,126102
22-852-3022-69180,19:40:00,19:40:15,12,69522
22-852-3022-69180,19:41:00,19:41:15,13,69701
22-851-1-71040,19:44:00,19:44:15,1,69701
22-851-1-71040,19:45:00,19:45:15,2,69501
22-851-1-71040,19:47:00,19:48:15,3,126101
22-851-1-71040,19:49:00,19:49:15,4,125601
22-851-1-71040,19:50:00,19:50:15,5,125201
22-851-1-71040,19:51:00,19:51:15,6,427501
22-851-1-71040,19:52:00,19:52:15,7,427404
22-851-1-71040,19:53:00,19:53:15,8,427202
22-851-1-71040,19:55:00,19:55:15,9,679421
22-851-1-71040,19:56:00,19:56:15,10,679101
22-851-1-71040,19:58:00,19:58:15,11,119321
22-851-1-71040,20:00:00,20:00:15,12,116821
22-851-1-71040,20:01:00,20:01:15,13,114601
22-852-15-76380,21:13:00,21:13:15,1,114602
22-852-15-76380,21:14:00,21:14:15,2,116822
22-852-15-76380,21:15:00,21:15:15,3,119322
22-852-15-76380,21:16:00,21:16:15,4,679102
22-852-15-76380,21:17:00,21:17:15,5,679422
22-852-15-76380,21:19:00,21:19:15,6,427201
22-852-15-76380,21:20:00,21:20:15,7,427403
22-852-15-76380,21:22:00,21:22:15,8,427502
22-852-15-76380,21:23:00,21:23:15,9,125202
22-852-15-76380,21:24:00,21:24:15,10,125602
22-852-15-76380,21:25:00,21:27:15,11,126102
22-852-15-76380,21:29:00,21:29:15,12,69522
22-852-15-76380,21:30:00,21:30:15,13,69701
22-851-1-78240,21:44:00,21:44:15,1,69701
22-851-1-78240,21:45:00,21:45:15,2,69501
22-851-1-78240,21:47:00,21:48:15,3,126101
22-851-1-78240,21:49:00,21:49:15,4,125601
22-851-1-78240,21:50:00,21:50:15,5,125201
22-851-1-78240,21:51:00,21:51:15,6,427501
22-851-1-78240,21:52:00,21:52:15,7,427404
22-851-1-78240,21:53:00,21:53:15,8,427202
22-851-1-78240,21:55:00,21:55:15,9,679421
22-851-1-78240,21:56:00,21:56:15,10,679101
22-851-1-78240,21:58:00,21:58:15,11,119321
22-851-1-78240,22:00:00,22:00:15,12,116821
22-851-1-78240,22:01:00,22:01:15,13,114601
22-852-4022-84180,23:23:00,23:23:15,1,114602
22-852-4022-84180,23:24:00,23:24:15,2,116822
22-852-4022-84180,23:25:00,23:25:15,3,119322
22-852-4022-84180,23:26:00,23:26:15,4,679102
22-852-4022-84180,23:27:00,23:27:15,5,679422
22-852-4022-84180,23:29:00,23:29:15,6,427201
22-852-4022-84180,23:30:00,23:30:15,7,427403
22-852-4022-84180,23:32:00,23:32:15,8,427502
22-852-4022-84180,23:33:00,23:33:15,9,125202
22-852-4022-84180,23:34:00,23:34:15,10,125602
22-852-4022-84180,23:35:00,23:46:15,11,126102
22-852-4022-84180,23:48:00,23:48:15,12,69522
22-852-4022-84180,23:49:00,23:49:15,13,69701
22-853-4-85980,23:53:00,23:53:15,1,69701
22-853-4-85980,23:54:00,23:54:15,2,69501
22-853-4-85980,23:56:00,23:56:15,3,126101
22-853-4-85980,23:57:00,23:57:15,4,125601
22-853-4-85980,23:58:00,23:58:15,5,125201
22-853-4-85980,23:59:00,23:59:15,6,427501
22-853-4-85980,24:00:00,00:00:15,7,427404
22-853-4-85980,24:01:00,00:01:15,8,427202
22-853-4-85980,24:03:00,00:03:15,9,679421
22-853-4-85980,24:04:00,00:04:15,10,679101
22-853-4-85980,24:06:00,00:06:15,11,119402
22-853-4-85980,24:07:00,00:07:15,12,116004
22-853-4-85980,24:08:00,00:08:15,13,114426
22-852-3022-19980,05:33:00,05:33:15,1,114602
22-852-3022-19980,05:34:00,05:34:15,2,116822
22-852-3022-19980,05:35:00,05:36:15,3,119322
22-852-3022-19980,05:37:00,05:37:15,4,679102
22-852-3022-19980,05:38:00,05:38:15,5,679422
22-852-3022-19980,05:40:00,05:40:15,6,427201
22-852-3022-19980,05:41:00,05:41:15,7,427403
22-852-3022-19980,05:43:00,05:43:15,8,427502
22-852-3022-19980,05:44:00,05:44:15,9,125202
22-852-3022-19980,05:45:00,05:45:15,10,125602
22-852-3022-19980,05:47:00,05:58:15,11,126102
22-852-3022-19980,06:00:00,06:00:15,12,69522
22-852-3022-19980,06:01:00,06:01:15,13,69701
22-851-1-21840,06:04:00,06:04:15,1,69701
22-851-1-21840,06:05:00,06:05:15,2,69501
22-851-1-21840,06:07:00,06:08:15,3,126101
22-851-1-21840,06:09:00,06:09:15,4,125601
22-851-1-21840,06:10:00,06:10:15,5,125201
22-851-1-21840,06:11:00,06:11:15,6,427501
22-851-1-21840,06:12:00,06:12:15,7,427404
22-851-1-21840,06:13:00,06:13:15,8,427202
22-851-1-21840,06:15:00,06:15:15,9,679421
22-851-1-21840,06:16:00,06:16:15,10,679101
22-851-1-21840,06:18:00,06:18:15,11,119321
22-851-1-21840,06:20:00,06:20:15,12,116821
22-851-1-21840,06:21:00,06:21:15,13,114601
22-852-3022-27180,07:33:00,07:33:15,1,114602
22-852-3022-27180,07:34:00,07:34:15,2,116822
22-852-3022-27180,07:35:00,07:36:15,3,119322
22-852-3022-27180,07:37:00,07:37:15,4,679102
22-852-3022-27180,07:38:00,07:38:15,5,679422
22-852-3022-27180,07:40:00,07:40:15,6,427201
22-852-3022-27180,07:41:00,07:41:15,7,427403
22-852-3022-27180,07:43:00,07:43:15,8,427502
22-852-3022-27180,07:44:00,07:44:15,9,125202
22-852-3022-27180,07:45:00,07:45:15,10,125602
22-852-3022-27180,07:47:00,07:58:15,11,126102
22-852-3022-27180,08:00:00,08:00:15,12,69522
22-852-3022-27180,08:01:00,08:01:15,13,69701
22-851-1-29040,08:04:00,08:04:15,1,69701
22-851-1-29040,08:05:00,08:05:15,2,69501
22-851-1-29040,08:07:00,08:08:15,3,126101
22-851-1-29040,08:09:00,08:09:15,4,125601
22-851-1-29040,08:10:00,08:10:15,5,125201
22-851-1-29040,08:11:00,08:11:15,6,427501
22-851-1-29040,08:12:00,08:12:15,7,427404
22-851-1-29040,08:13:00,08:13:15,8,427202
22-851-1-29040,08:15:00,08:15:15,9,679421
22-851-1-29040,08:16:00,08:16:15,10,679101
22-851-1-29040,08:18:00,08:18:15,11,119321
22-851-1-29040,08:20:00,08:20:15,12,116821
22-851-1-29040,08:21:00,08:21:15,13,114601
22-852-3022-34380,09:33:00,09:33:15,1,114602
22-852-3022-34380,09:34:00,09:34:15,2,116822
22-852-3022-34380,09:35:00,09:36:15,3,119322
22-852-3022-34380,09:37:00,09:37:15,4,679102
22-852-3022-34380,09:38:00,09:38:15,5,679422
22-852-3022-34380,09:40:00,09:40:15,6,427201
22-852-3022-34380,09:41:00,09:41:15,7,427403
22-852-3022-34380,09:43:00,09:43:15,8,427502
22-852-3022-34380,09:44:00,09:44:15,9,125202
22-852-3022-34380,09:45:00,09:45:15,10,125602
22-852-3022-34380,09:47:00,09:58:15,11,126102
22-852-3022-34380,10:00:00,10:00:15,12,69522
22-852-3022-34380,10:01:00,10:01:15,13,69701
22-851-1-36240,10:04:00,10:04:15,1,69701
22-851-1-36240,10:05:00,10:05:15,2,69501
22-851-1-36240,10:07:00,10:08:15,3,126101
22-851-1-36240,10:09:00,10:09:15,4,125601
22-851-1-36240,10:10:00,10:10:15,5,125201
22-851-1-36240,10:11:00,10:11:15,6,427501
22-851-1-36240,10:12:00,10:12:15,7,427404
22-851-1-36240,10:13:00,10:13:15,8,427202
22-851-1-36240,10:15:00,10:15:15,9,679421
22-851-1-36240,10:16:00,10:16:15,10,679101
22-851-1-36240,10:18:00,10:18:15,11,119321
22-851-1-36240,10:20:00,10:20:15,12,116821
22-851-1-36240,10:21:00,10:21:15,13,114601
22-852-3022-41580,11:33:00,11:33:15,1,114602
22-852-3022-41580,11:34:00,11:34:15,2,116822
22-852-3022-41580,11:35:00,11:36:15,3,119322
22-852-3022-41580,11:37:00,11:37:15,4,679102
22-852-3022-41580,11:38:00,11:38:15,5,679422
22-852-3022-41580,11:40:00,11:40:15,6,427201
22-852-3022-41580,11:41:00,11:41:15,7,427403
22-852-3022-41580,11:43:00,11:43:15,8,427502
22-852-3022-41580,11:44:00,11:44:15,9,125202
22-852-3022-41580,11:45:00,11:45:15,10,125602
22-852-3022-41580,11:47:00,11:58:15,11,126102
22-852-3022-41580,12:00:00,12:00:15,12,69522
22-852-3022-41580,12:01:00,12:01:15,13,69701
22-851-1-43440,12:04:00,12:04:15,1,69701
22-851-1-43440,12:05:00,12:05:15,2,69501
22-851-1-43440,12:07:00,12:08:15,3,126101
22-851-1-43440,12:09:00,12:09:15,4,125601
22-851-1-43440,12:10:00,12:10:15,5,125201
22-851-1-43440,12:11:00,12:11:15,6,427501
22-851-1-43440,12:12:00,12:12:15,7,427404
22-851-1-43440,12:13:00,12:13:15,8,427202
22-851-1-43440,12:15:00,12:15:15,9,679421
22-851-1-43440,12:16:00,12:16:15,10,679101
22-851-1-43440,12:18:00,12:18:15,11,119321
22-851-1-43440,12:20:00,12:20:15,12,116821
22-851-1-43440,12:21:00,12:21:15,13,114601
22-852-3022-48780,13:33:00,13:33:15,1,114602
22-852-3022-48780,13:34:00,13:34:15,2,116822
22-852-3022-48780,13:35:00,13:36:15,3,119322
22-852-3022-48780,13:37:00,13:37:15,4,679102
22-852-3022-48780,13:38:00,13:38:15,5,679422
22-852-3022-48780,13:40:00,13:40:15,6,427201
22-852-3022-48780,13:41:00,13:41:15,7,427403
22-852-3022-48780,13:43:00,13:43:15,8,427502
22-852-3022-48780,13:44:00,13:44:15,9,125202
22-852-3022-48780,13:45:00,13:45:15,10,125602
22-852-3022-48780,13:47:00,13:58:15,11,126102
22-852-3022-48780,14:00:00,14:00:15,12,69522
22-852-3022-48780,14:01:00,14:01:15,13,69701
22-851-1-50640,14:04:00,14:04:15,1,69701
22-851-1-50640,14:05:00,14:05:15,2,69501
22-851-1-50640,14:07:00,14:08:15,3,126101
22-851-1-50640,14:09:00,14:09:15,4,125601
22-851-1-50640,14:10:00,14:10:15,5,125201
22-851-1-50640,14:11:00,14:11:15,6,427501
22-851-1-50640,14:12:00,14:12:15,7,427404
22-851-1-50640,14:13:00,14:13:15,8,427202
22-851-1-50640,14:15:00,14:15:15,9,679421
22-851-1-50640,14:16:00,14:16:15,10,679101
22-851-1-50640,14:18:00,14:18:15,11,119321
22-851-1-50640,14:20:00,14:20:15,12,116821
22-851-1-50640,14:21:00,14:21:15,13,114601
22-852-3022-55980,15:33:00,15:33:15,1,114602
22-852-3022-55980,15:34:00,15:34:15,2,116822
22-852-3022-55980,15:35:00,15:36:15,3,119322
22-852-3022-55980,15:37:00,15:37:15,4,679102
22-852-3022-55980,15:38:00,15:38:15,5,679422
22-852-3022-55980,15:40:00,15:40:15,6,427201
22-852-3022-55980,15:41:00,15:41:15,7,427403
22-852-3022-55980,15:43:00,15:43:15,8,427502
22-852-3022-55980,15:44:00,15:44:15,9,125202
22-852-3022-55980,15:45:00,15:45:15,10,125602
22-852-3022-55980,15:47:00,15:58:15,11,126102
22-852-3022-55980,16:00:00,16:00:15,12,69522
22-852-3022-55980,16:01:00,16:01:15,13,69701
22-851-1-57840,16:04:00,16:04:15,1,69701
22-851-1-57840,16:05:00,16:05:15,2,69501
22-851-1-57840,16:07:00,16:08:15,3,126101
22-851-1-57840,16:09:00,16:09:15,4,125601
22-851-1-57840,16:10:00,16:10:15,5,125201
22-851-1-57840,16:11:00,16:11:15,6,427501
22-851-1-57840,16:12:00,16:12:15,7,427404
22-851-1-57840,16:13:00,16:13:15,8,427202
22-851-1-57840,16:15:00,16:15:15,9,679421
22-851-1-57840,16:16:00,16:16:15,10,679101
22-851-1-57840,16:18:00,16:18:15,11,119321
22-851-1-57840,16:20:00,16:20:15,12,116821
22-851-1-57840,16:21:00,16:21:15,13,114601
22-852-3022-63180,17:33:00,17:33:15,1,114602
22-852-3022-63180,17:34:00,17:34:15,2,116822
22-852-3022-63180,17:35:00,17:36:15,3,119322
22-852-3022-63180,17:37:00,17:37:15,4,679102
22-852-3022-63180,17:38:00,17:38:15,5,679422
22-852-3022-63180,17:40:00,17:40:15,6,427201
22-852-3022-63180,17:41:00,17:41:15,7,427403
22-852-3022-63180,17:43:00,17:43:15,8,427502
22-852-3022-63180,17:44:00,17:44:15,9,125202
22-852-3022-63180,17:45:00,17:45:15,10,125602
22-852-3022-63180,17:47:00,17:58:15,11,126102
22-852-3022-63180,18:00:00,18:00:15,12,69522
22-852-3022-63180,18:01:00,18:01:15,13,69701
22-851-1-65040,18:04:00,18:04:15,1,69701
22-851-1-65040,18:05:00,18:05:15,2,69501
22-851-1-65040,18:07:00,18:08:15,3,126101
22-851-1-65040,18:09:00,18:09:15,4,125601
22-851-1-65040,18:10:00,18:10:15,5,125201
22-851-1-65040,18:11:00,18:11:15,6,427501
22-851-1-65040,18:12:00,18:12:15,7,427404
22-851-1-65040,18:13:00,18:13:15,8,427202
22-851-1-65040,18:15:00,18:15:15,9,679421
22-851-1-65040,18:16:00,18:16:15,10,679101
22-851-1-65040,18:18:00,18:18:15,11,119321
22-851-1-65040,18:20:00,18:20:15,12,116821
22-851-1-65040,18:21:00,18:21:15,13,114601
22-852-3022-70380,19:33:00,19:33:15,1,114602
22-852-3022-70380,19:34:00,19:34:15,2,116822
22-852-3022-70380,19:35:00,19:36:15,3,119322
22-852-3022-70380,19:37:00,19:37:15,4,679102
22-852-3022-70380,19:38:00,19:38:15,5,679422
22-852-3022-70380,19:40:00,19:40:15,6,427201
22-852-3022-70380,19:41:00,19:41:15,7,427403
22-852-3022-70380,19:43:00,19:43:15,8,427502
22-852-3022-70380,19:44:00,19:44:15,9,125202
22-852-3022-70380,19:45:00,19:45:15,10,125602
22-852-3022-70380,19:47:00,19:58:15,11,126102
22-852-3022-70380,20:00:00,20:00:15,12,69522
22-852-3022-70380,20:01:00,20:01:15,13,69701
22-851-1-72240,20:04:00,20:04:15,1,69701
22-851-1-72240,20:05:00,20:05:15,2,69501
22-851-1-72240,20:07:00,20:08:15,3,126101
22-851-1-72240,20:09:00,20:09:15,4,125601
22-851-1-72240,20:10:00,20:10:15,5,125201
22-851-1-72240,20:11:00,20:11:15,6,427501
22-851-1-72240,20:12:00,20:12:15,7,427404
22-851-1-72240,20:13:00,20:13:15,8,427202
22-851-1-72240,20:15:00,20:15:15,9,679421
22-851-1-72240,20:16:00,20:16:15,10,679101
22-851-1-72240,20:18:00,20:18:15,11,119321
22-851-1-72240,20:20:00,20:20:15,12,116821
22-851-1-72240,20:21:00,20:21:15,13,114601
22-852-15-77580,21:33:00,21:33:15,1,114602
22-852-15-77580,21:34:00,21:34:15,2,116822
22-852-15-77580,21:35:00,21:35:15,3,119322
22-852-15-77580,21:36:00,21:36:15,4,679102
22-852-15-77580,21:37:00,21:37:15,5,679422
22-852-15-77580,21:39:00,21:39:15,6,427201
22-852-15-77580,21:40:00,21:40:15,7,427403
22-852-15-77580,21:42:00,21:42:15,8,427502
22-852-15-77580,21:43:00,21:43:15,9,125202
22-852-15-77580,21:44:00,21:44:15,10,125602
22-852-15-77580,21:45:00,21:47:15,11,126102
22-852-15-77580,21:49:00,21:49:15,12,69522
22-852-15-77580,21:50:00,21:50:15,13,69701
22-851-1-79440,22:04:00,22:04:15,1,69701
22-851-1-79440,22:05:00,22:05:15,2,69501
22-851-1-79440,22:07:00,22:08:15,3,126101
22-851-1-79440,22:09:00,22:09:15,4,125601
22-851-1-79440,22:10:00,22:10:15,5,125201
22-851-1-79440,22:11:00,22:11:15,6,427501
22-851-1-79440,22:12:00,22:12:15,7,427404
22-851-1-79440,22:13:00,22:13:15,8,427202
22-851-1-79440,22:15:00,22:15:15,9,679421
22-851-1-79440,22:16:00,22:16:15,10,679101
22-851-1-79440,22:18:00,22:18:15,11,119321
22-851-1-79440,22:20:00,22:20:15,12,116821
22-851-1-79440,22:21:00,22:21:15,13,114601
22-852-15-81180,22:33:00,22:33:15,1,114602
22-852-15-81180,22:34:00,22:34:15,2,116822
22-852-15-81180,22:35:00,22:35:15,3,119322
22-852-15-81180,22:36:00,22:36:15,4,679102
22-852-15-81180,22:37:00,22:37:15,5,679422
22-852-15-81180,22:39:00,22:39:15,6,427201
22-852-15-81180,22:40:00,22:40:15,7,427403
22-852-15-81180,22:42:00,22:42:15,8,427502
22-852-15-81180,22:43:00,22:43:15,9,125202
22-852-15-81180,22:44:00,22:44:15,10,125602
22-852-15-81180,22:45:00,22:47:15,11,126102
22-852-15-81180,22:49:00,22:49:15,12,69522
22-852-15-81180,22:50:00,22:50:15,13,69701
22-851-1-83640,23:14:00,23:14:15,1,69701
22-851-1-83640,23:15:00,23:15:15,2,69501
22-851-1-83640,23:17:00,23:18:15,3,126101
22-851-1-83640,23:19:00,23:19:15,4,125601
22-851-1-83640,23:20:00,23:20:15,5,125201
22-851-1-83640,23:21:00,23:21:15,6,427501
22-851-1-83640,23:22:00,23:22:15,7,427404
22-851-1-83640,23:23:00,23:23:15,8,427202
22-851-1-83640,23:25:00,23:25:15,9,679421
22-851-1-83640,23:26:00,23:26:15,10,679101
22-851-1-83640,23:28:00,23:28:15,11,119321
22-851-1-83640,23:30:00,23:30:15,12,116821
22-851-1-83640,23:31:00,23:31:15,13,114601
22-854-1-16920,04:42:00,04:42:15,1,114424
22-854-1-16920,04:44:00,04:44:15,2,115122
22-854-1-16920,04:46:00,04:46:15,3,427402
22-854-1-16920,04:48:00,04:48:15,4,427502
22-854-1-16920,04:49:00,04:49:15,5,125202
22-854-1-16920,04:50:00,04:50:15,6,125602
22-854-1-16920,04:52:00,04:52:15,7,126102
22-854-1-16920,04:54:00,04:54:15,8,69522
22-854-1-16920,04:55:00,04:55:15,9,69701
22-851-1-18240,05:04:00,05:04:15,1,69701
22-851-1-18240,05:05:00,05:05:15,2,69501
22-851-1-18240,05:07:00,05:08:15,3,126101
22-851-1-18240,05:09:00,05:09:15,4,125601
22-851-1-18240,05:10:00,05:10:15,5,125201
22-851-1-18240,05:11:00,05:11:15,6,427501
22-851-1-18240,05:12:00,05:12:15,7,427404
22-851-1-18240,05:13:00,05:13:15,8,427202
22-851-1-18240,05:15:00,05:15:15,9,679421
22-851-1-18240,05:16:00,05:16:15,10,679101
22-851-1-18240,05:18:00,05:18:15,11,119321
22-851-1-18240,05:20:00,05:20:15,12,116821
22-851-1-18240,05:21:00,05:21:15,13,114601
22-852-3022-23580,06:33:00,06:33:15,1,114602
22-852-3022-23580,06:34:00,06:34:15,2,116822
22-852-3022-23580,06:35:00,06:36:15,3,119322
22-852-3022-23580,06:37:00,06:37:15,4,679102
22-852-3022-23580,06:38:00,06:38:15,5,679422
22-852-3022-23580,06:40:00,06:40:15,6,427201
22-852-3022-23580,06:41:00,06:41:15,7,427403
22-852-3022-23580,06:43:00,06:43:15,8,427502
22-852-3022-23580,06:44:00,06:44:15,9,125202
22-852-3022-23580,06:45:00,06:45:15,10,125602
22-852-3022-23580,06:47:00,06:58:15,11,126102
22-852-3022-23580,07:00:00,07:00:15,12,69522
22-852-3022-23580,07:01:00,07:01:15,13,69701
22-851-1-25440,07:04:00,07:04:15,1,69701
22-851-1-25440,07:05:00,07:05:15,2,69501
22-851-1-25440,07:07:00,07:08:15,3,126101
22-851-1-25440,07:09:00,07:09:15,4,125601
22-851-1-25440,07:10:00,07:10:15,5,125201
22-851-1-25440,07:11:00,07:11:15,6,427501
22-851-1-25440,07:12:00,07:12:15,7,427404
22-851-1-25440,07:13:00,07:13:15,8,427202
22-851-1-25440,07:15:00,07:15:15,9,679421
22-851-1-25440,07:16:00,07:16:15,10,679101
22-851-1-25440,07:18:00,07:18:15,11,119321
22-851-1-25440,07:20:00,07:20:15,12,116821
22-851-1-25440,07:21:00,07:21:15,13,114601
22-852-3022-30780,08:33:00,08:33:15,1,114602
22-852-3022-30780,08:34:00,08:34:15,2,116822
22-852-3022-30780,08:35:00,08:36:15,3,119322
22-852-3022-30780,08:37:00,08:37:15,4,679102
22-852-3022-30780,08:38:00,08:38:15,5,679422
