trip_id,arrival_time,departure_time,stop_sequence,stop_id
22-1-1-80520,22:33:00,22:33:15,9,427202
22-1-1-80520,22:35:00,22:35:15,10,679421
22-1-1-80520,22:36:00,22:36:15,11,679101
22-1-1-80520,22:38:00,22:38:15,12,119321
22-1-1-80520,22:40:00,22:40:15,13,116821
22-1-1-80520,22:41:00,22:41:15,14,114601
22-2-2022-82380,22:53:00,22:53:15,1,114602
22-2-2022-82380,22:54:00,22:54:15,2,116822
22-2-2022-82380,22:55:00,22:55:15,3,119322
22-2-2022-82380,22:56:00,22:56:15,4,679102
22-2-2022-82380,22:57:00,22:57:15,5,679422
22-2-2022-82380,22:59:00,22:59:15,6,427201
22-2-2022-82380,23:00:00,23:00:15,7,427403
22-2-2022-82380,23:02:00,23:02:15,8,427502
22-2-2022-82380,23:03:00,23:03:15,9,125202
22-2-2022-82380,23:04:00,23:04:15,10,125602
22-2-2022-82380,23:05:00,23:05:15,11,126102
22-2-2022-82380,23:07:00,23:07:15,12,69522
22-2-2022-82380,23:08:00,23:08:15,13,69702
22-2-2022-82380,23:10:00,23:10:15,14,69601
22-1-1-85320,23:42:00,23:42:15,1,69601
22-1-1-85320,23:44:00,23:44:15,2,69701
22-1-1-85320,23:45:00,23:45:15,3,69501
22-1-1-85320,23:47:00,23:48:15,4,126101
22-1-1-85320,23:49:00,23:49:15,5,125601
22-1-1-85320,23:50:00,23:50:15,6,125201
22-1-1-85320,23:51:00,23:51:15,7,427501
22-1-1-85320,23:52:00,23:52:15,8,427404
22-1-1-85320,23:53:00,23:53:15,9,427202
22-1-1-85320,23:55:00,23:55:15,10,679421
22-1-1-85320,23:56:00,23:56:15,11,679101
22-1-1-85320,23:58:00,23:58:15,12,119321
22-1-1-85320,24:00:00,00:00:15,13,116821
22-1-1-85320,24:01:00,00:01:15,14,114601
22-2-1022-21780,06:03:00,06:03:15,1,114602
22-2-1022-21780,06:04:00,06:04:15,2,116822
22-2-1022-21780,06:05:00,06:06:15,3,119322
22-2-1022-21780,06:07:00,06:07:15,4,679102
22-2-1022-21780,06:08:00,06:08:15,5,679422
22-2-1022-21780,06:10:00,06:10:15,6,427201
22-2-1022-21780,06:11:00,06:11:15,7,427403
22-2-1022-21780,06:13:00,06:13:15,8,427502
22-2-1022-21780,06:14:00,06:14:15,9,125202
22-2-1022-21780,06:15:00,06:15:15,10,125602
22-2-1022-21780,06:17:00,06:17:15,11,126102
22-2-1022-21780,06:19:00,06:19:15,12,69522
22-2-1022-21780,06:20:00,06:20:15,13,69702
22-2-1022-21780,06:22:00,06:22:15,14,69601
22-1-1-23520,06:32:00,06:32:15,1,69601
22-1-1-23520,06:34:00,06:34:15,2,69701
22-1-1-23520,06:35:00,06:35:15,3,69501
22-1-1-23520,06:37:00,06:38:15,4,126101
22-1-1-23520,06:39:00,06:39:15,5,125601
22-1-1-23520,06:40:00,06:40:15,6,125201
22-1-1-23520,06:41:00,06:41:15,7,427501
22-1-1-23520,06:42:00,06:42:15,8,427404
22-1-1-23520,06:43:00,06:43:15,9,427202
22-1-1-23520,06:45:00,06:45:15,10,679421
22-1-1-23520,06:46:00,06:46:15,11,679101
22-1-1-23520,06:48:00,06:48:15,12,119321
22-1-1-23520,06:50:00,06:50:15,13,116821
22-1-1-23520,06:51:00,06:51:15,14,114601
22-2-1022-28980,08:03:00,08:03:15,1,114602
22-2-1022-28980,08:04:00,08:04:15,2,116822
22-2-1022-28980,08:05:00,08:06:15,3,119322
22-2-1022-28980,08:07:00,08:07:15,4,679102
22-2-1022-28980,08:08:00,08:08:15,5,679422
22-2-1022-28980,08:10:00,08:10:15,6,427201
22-2-1022-28980,08:11:00,08:11:15,7,427403
22-2-1022-28980,08:13:00,08:13:15,8,427502
22-2-1022-28980,08:14:00,08:14:15,9,125202
22-2-1022-28980,08:15:00,08:15:15,10,125602
22-2-1022-28980,08:17:00,08:17:15,11,126102
22-2-1022-28980,08:19:00,08:19:15,12,69522
22-2-1022-28980,08:20:00,08:20:15,13,69702
22-2-1022-28980,08:22:00,08:22:15,14,69601
22-1-1-30720,08:32:00,08:32:15,1,69601
22-1-1-30720,08:34:00,08:34:15,2,69701
22-1-1-30720,08:35:00,08:35:15,3,69501
22-1-1-30720,08:37:00,08:38:15,4,126101
22-1-1-30720,08:39:00,08:39:15,5,125601
22-1-1-30720,08:40:00,08:40:15,6,125201
22-1-1-30720,08:41:00,08:41:15,7,427501
22-1-1-30720,08:42:00,08:42:15,8,427404
22-1-1-30720,08:43:00,08:43:15,9,427202
22-1-1-30720,08:45:00,08:45:15,10,679421
22-1-1-30720,08:46:00,08:46:15,11,679101
22-1-1-30720,08:48:00,08:48:15,12,119321
22-1-1-30720,08:50:00,08:50:15,13,116821
22-1-1-30720,08:51:00,08:51:15,14,114601
22-2-1022-36180,10:03:00,10:03:15,1,114602
22-2-1022-36180,10:04:00,10:04:15,2,116822
22-2-1022-36180,10:05:00,10:06:15,3,119322
22-2-1022-36180,10:07:00,10:07:15,4,679102
22-2-1022-36180,10:08:00,10:08:15,5,679422
22-2-1022-36180,10:10:00,10:10:15,6,427201
22-2-1022-36180,10:11:00,10:11:15,7,427403
22-2-1022-36180,10:13:00,10:13:15,8,427502
22-2-1022-36180,10:14:00,10:14:15,9,125202
22-2-1022-36180,10:15:00,10:15:15,10,125602
22-2-1022-36180,10:17:00,10:17:15,11,126102
22-2-1022-36180,10:19:00,10:19:15,12,69522
22-2-1022-36180,10:20:00,10:20:15,13,69702
22-2-1022-36180,10:22:00,10:22:15,14,69601
22-1-1-37920,10:32:00,10:32:15,1,69601
22-1-1-37920,10:34:00,10:34:15,2,69701
22-1-1-37920,10:35:00,10:35:15,3,69501
22-1-1-37920,10:37:00,10:38:15,4,126101
22-1-1-37920,10:39:00,10:39:15,5,125601
22-1-1-37920,10:40:00,10:40:15,6,125201
22-1-1-37920,10:41:00,10:41:15,7,427501
22-1-1-37920,10:42:00,10:42:15,8,427404
22-1-1-37920,10:43:00,10:43:15,9,427202
22-1-1-37920,10:45:00,10:45:15,10,679421
22-1-1-37920,10:46:00,10:46:15,11,679101
22-1-1-37920,10:48:00,10:48:15,12,119321
22-1-1-37920,10:50:00,10:50:15,13,116821
22-1-1-37920,10:51:00,10:51:15,14,114601
22-2-1022-43380,12:03:00,12:03:15,1,114602
22-2-1022-43380,12:04:00,12:04:15,2,116822
22-2-1022-43380,12:05:00,12:06:15,3,119322
22-2-1022-43380,12:07:00,12:07:15,4,679102
22-2-1022-43380,12:08:00,12:08:15,5,679422
22-2-1022-43380,12:10:00,12:10:15,6,427201
22-2-1022-43380,12:11:00,12:11:15,7,427403
22-2-1022-43380,12:13:00,12:13:15,8,427502
22-2-1022-43380,12:14:00,12:14:15,9,125202
22-2-1022-43380,12:15:00,12:15:15,10,125602
22-2-1022-43380,12:17:00,12:17:15,11,126102
22-2-1022-43380,12:19:00,12:19:15,12,69522
22-2-1022-43380,12:20:00,12:20:15,13,69702
22-2-1022-43380,12:22:00,12:22:15,14,69601
22-1-1-45120,12:32:00,12:32:15,1,69601
22-1-1-45120,12:34:00,12:34:15,2,69701
22-1-1-45120,12:35:00,12:35:15,3,69501
22-1-1-45120,12:37:00,12:38:15,4,126101
22-1-1-45120,12:39:00,12:39:15,5,125601
22-1-1-45120,12:40:00,12:40:15,6,125201
22-1-1-45120,12:41:00,12:41:15,7,427501
22-1-1-45120,12:42:00,12:42:15,8,427404
22-1-1-45120,12:43:00,12:43:15,9,427202
22-1-1-45120,12:45:00,12:45:15,10,679421
22-1-1-45120,12:46:00,12:46:15,11,679101
22-1-1-45120,12:48:00,12:48:15,12,119321
22-1-1-45120,12:50:00,12:50:15,13,116821
22-1-1-45120,12:51:00,12:51:15,14,114601
22-2-1022-50580,14:03:00,14:03:15,1,114602
22-2-1022-50580,14:04:00,14:04:15,2,116822
22-2-1022-50580,14:05:00,14:06:15,3,119322
22-2-1022-50580,14:07:00,14:07:15,4,679102
22-2-1022-50580,14:08:00,14:08:15,5,679422
22-2-1022-50580,14:10:00,14:10:15,6,427201
22-2-1022-50580,14:11:00,14:11:15,7,427403
22-2-1022-50580,14:13:00,14:13:15,8,427502
22-2-1022-50580,14:14:00,14:14:15,9,125202
22-2-1022-50580,14:15:00,14:15:15,10,125602
22-2-1022-50580,14:17:00,14:17:15,11,126102
22-2-1022-50580,14:19:00,14:19:15,12,69522
22-2-1022-50580,14:20:00,14:20:15,13,69702
22-2-1022-50580,14:22:00,14:22:15,14,69601
22-1-1-52320,14:32:00,14:32:15,1,69601
22-1-1-52320,14:34:00,14:34:15,2,69701
22-1-1-52320,14:35:00,14:35:15,3,69501
22-1-1-52320,14:37:00,14:38:15,4,126101
22-1-1-52320,14:39:00,14:39:15,5,125601
22-1-1-52320,14:40:00,14:40:15,6,125201
22-1-1-52320,14:41:00,14:41:15,7,427501
22-1-1-52320,14:42:00,14:42:15,8,427404
22-1-1-52320,14:43:00,14:43:15,9,427202
22-1-1-52320,14:45:00,14:45:15,10,679421
22-1-1-52320,14:46:00,14:46:15,11,679101
22-1-1-52320,14:48:00,14:48:15,12,119321
22-1-1-52320,14:50:00,14:50:15,13,116821
22-1-1-52320,14:51:00,14:51:15,14,114601
22-2-1022-57780,16:03:00,16:03:15,1,114602
22-2-1022-57780,16:04:00,16:04:15,2,116822
22-2-1022-57780,16:05:00,16:06:15,3,119322
22-2-1022-57780,16:07:00,16:07:15,4,679102
22-2-1022-57780,16:08:00,16:08:15,5,679422
22-2-1022-57780,16:10:00,16:10:15,6,427201
22-2-1022-57780,16:11:00,16:11:15,7,427403
22-2-1022-57780,16:13:00,16:13:15,8,427502
22-2-1022-57780,16:14:00,16:14:15,9,125202
22-2-1022-57780,16:15:00,16:15:15,10,125602
22-2-1022-57780,16:17:00,16:17:15,11,126102
22-2-1022-57780,16:19:00,16:19:15,12,69522
22-2-1022-57780,16:20:00,16:20:15,13,69702
22-2-1022-57780,16:22:00,16:22:15,14,69601
22-1-1-59520,16:32:00,16:32:15,1,69601
22-1-1-59520,16:34:00,16:34:15,2,69701
22-1-1-59520,16:35:00,16:35:15,3,69501
22-1-1-59520,16:37:00,16:38:15,4,126101
22-1-1-59520,16:39:00,16:39:15,5,125601
22-1-1-59520,16:40:00,16:40:15,6,125201
22-1-1-59520,16:41:00,16:41:15,7,427501
22-1-1-59520,16:42:00,16:42:15,8,427404
22-1-1-59520,16:43:00,16:43:15,9,427202
22-1-1-59520,16:45:00,16:45:15,10,679421
22-1-1-59520,16:46:00,16:46:15,11,679101
22-1-1-59520,16:48:00,16:48:15,12,119321
22-1-1-59520,16:50:00,16:50:15,13,116821
22-1-1-59520,16:51:00,16:51:15,14,114601
22-2-1022-64980,18:03:00,18:03:15,1,114602
22-2-1022-64980,18:04:00,18:04:15,2,116822
22-2-1022-64980,18:05:00,18:06:15,3,119322
22-2-1022-64980,18:07:00,18:07:15,4,679102
22-2-1022-64980,18:08:00,18:08:15,5,679422
22-2-1022-64980,18:10:00,18:10:15,6,427201
22-2-1022-64980,18:11:00,18:11:15,7,427403
22-2-1022-64980,18:13:00,18:13:15,8,427502
22-2-1022-64980,18:14:00,18:14:15,9,125202
22-2-1022-64980,18:15:00,18:15:15,10,125602
22-2-1022-64980,18:17:00,18:17:15,11,126102
22-2-1022-64980,18:19:00,18:19:15,12,69522
22-2-1022-64980,18:20:00,18:20:15,13,69702
22-2-1022-64980,18:22:00,18:22:15,14,69601
22-1-1-66720,18:32:00,18:32:15,1,69601
22-1-1-66720,18:34:00,18:34:15,2,69701
22-1-1-66720,18:35:00,18:35:15,3,69501
22-1-1-66720,18:37:00,18:38:15,4,126101
22-1-1-66720,18:39:00,18:39:15,5,125601
22-1-1-66720,18:40:00,18:40:15,6,125201
22-1-1-66720,18:41:00,18:41:15,7,427501
22-1-1-66720,18:42:00,18:42:15,8,427404
22-1-1-66720,18:43:00,18:43:15,9,427202
22-1-1-66720,18:45:00,18:45:15,10,679421
22-1-1-66720,18:46:00,18:46:15,11,679101
22-1-1-66720,18:48:00,18:48:15,12,119321
22-1-1-66720,18:50:00,18:50:15,13,116821
22-1-1-66720,18:51:00,18:51:15,14,114601
22-2-1022-72180,20:03:00,20:03:15,1,114602
22-2-1022-72180,20:04:00,20:04:15,2,116822
22-2-1022-72180,20:05:00,20:06:15,3,119322
22-2-1022-72180,20:07:00,20:07:15,4,679102
22-2-1022-72180,20:08:00,20:08:15,5,679422
22-2-1022-72180,20:10:00,20:10:15,6,427201
22-2-1022-72180,20:11:00,20:11:15,7,427403
22-2-1022-72180,20:13:00,20:13:15,8,427502
22-2-1022-72180,20:14:00,20:14:15,9,125202
22-2-1022-72180,20:15:00,20:15:15,10,125602
22-2-1022-72180,20:17:00,20:17:15,11,126102
22-2-1022-72180,20:19:00,20:19:15,12,69522
22-2-1022-72180,20:20:00,20:20:15,13,69702
22-2-1022-72180,20:22:00,20:22:15,14,69601
22-1-1-73920,20:32:00,20:32:15,1,69601
22-1-1-73920,20:34:00,20:34:15,2,69701
22-1-1-73920,20:35:00,20:35:15,3,69501
22-1-1-73920,20:37:00,20:38:15,4,126101
22-1-1-73920,20:39:00,20:39:15,5,125601
22-1-1-73920,20:40:00,20:40:15,6,125201
22-1-1-73920,20:41:00,20:41:15,7,427501
22-1-1-73920,20:42:00,20:42:15,8,427404
22-1-1-73920,20:43:00,20:43:15,9,427202
22-1-1-73920,20:45:00,20:45:15,10,679421
22-1-1-73920,20:46:00,20:46:15,11,679101
22-1-1-73920,20:48:00,20:48:15,12,119321
22-1-1-73920,20:50:00,20:50:15,13,116821
22-1-1-73920,20:51:00,20:51:15,14,114601
22-102-1-18120,05:02:00,05:02:15,1,114424
22-102-1-18120,05:04:00,05:04:15,2,115122
22-102-1-18120,05:06:00,05:06:15,3,427402
22-102-1-18120,05:08:00,05:08:15,4,427502
22-102-1-18120,05:09:00,05:09:15,5,125202
22-102-1-18120,05:10:00,05:10:15,6,125602
22-102-1-18120,05:12:00,05:12:15,7,126102
22-102-1-18120,05:14:00,05:14:15,8,69522
22-102-1-18120,05:15:00,05:15:15,9,69702
22-102-1-18120,05:17:00,05:17:15,10,69601
22-1-1-19320,05:22:00,05:22:15,1,69601
22-1-1-19320,05:24:00,05:24:15,2,69701
22-1-1-19320,05:25:00,05:25:15,3,69501
22-1-1-19320,05:27:00,05:28:15,4,126101
22-1-1-19320,05:29:00,05:29:15,5,125601
22-1-1-19320,05:30:00,05:30:15,6,125201
22-1-1-19320,05:31:00,05:31:15,7,427501
22-1-1-19320,05:32:00,05:32:15,8,427404
22-1-1-19320,05:33:00,05:33:15,9,427202
22-1-1-19320,05:35:00,05:35:15,10,679421
22-1-1-19320,05:36:00,05:36:15,11,679101
22-1-1-19320,05:38:00,05:38:15,12,119321
22-1-1-19320,05:40:00,05:40:15,13,116821
22-1-1-19320,05:41:00,05:41:15,14,114601
22-2-1022-24780,06:53:00,06:53:15,1,114602
22-2-1022-24780,06:54:00,06:54:15,2,116822
22-2-1022-24780,06:55:00,06:56:15,3,119322
22-2-1022-24780,06:57:00,06:57:15,4,679102
22-2-1022-24780,06:58:00,06:58:15,5,679422
22-2-1022-24780,07:00:00,07:00:15,6,427201
22-2-1022-24780,07:01:00,07:01:15,7,427403
22-2-1022-24780,07:03:00,07:03:15,8,427502
22-2-1022-24780,07:04:00,07:04:15,9,125202
22-2-1022-24780,07:05:00,07:05:15,10,125602
22-2-1022-24780,07:07:00,07:07:15,11,126102
22-2-1022-24780,07:09:00,07:09:15,12,69522
22-2-1022-24780,07:10:00,07:10:15,13,69702
22-2-1022-24780,07:12:00,07:12:15,14,69601
22-1-1-26520,07:22:00,07:22:15,1,69601
22-1-1-26520,07:24:00,07:24:15,2,69701
22-1-1-26520,07:25:00,07:25:15,3,69501
22-1-1-26520,07:27:00,07:28:15,4,126101
22-1-1-26520,07:29:00,07:29:15,5,125601
22-1-1-26520,07:30:00,07:30:15,6,125201
22-1-1-26520,07:31:00,07:31:15,7,427501
22-1-1-26520,07:32:00,07:32:15,8,427404
22-1-1-26520,07:33:00,07:33:15,9,427202
22-1-1-26520,07:35:00,07:35:15,10,679421
22-1-1-26520,07:36:00,07:36:15,11,679101
22-1-1-26520,07:38:00,07:38:15,12,119321
22-1-1-26520,07:40:00,07:40:15,13,116821
22-1-1-26520,07:41:00,07:41:15,14,114601
22-2-1022-31980,08:53:00,08:53:15,1,114602
22-2-1022-31980,08:54:00,08:54:15,2,116822
22-2-1022-31980,08:55:00,08:56:15,3,119322
22-2-1022-31980,08:57:00,08:57:15,4,679102
22-2-1022-31980,08:58:00,08:58:15,5,679422
22-2-1022-31980,09:00:00,09:00:15,6,427201
22-2-1022-31980,09:01:00,09:01:15,7,427403
22-2-1022-31980,09:03:00,09:03:15,8,427502
22-2-1022-31980,09:04:00,09:04:15,9,125202
22-2-1022-31980,09:05:00,09:05:15,10,125602
22-2-1022-31980,09:07:00,09:07:15,11,126102
22-2-1022-31980,09:09:00,09:09:15,12,69522
22-2-1022-31980,09:10:00,09:10:15,13,69702
22-2-1022-31980,09:12:00,09:12:15,14,69601
22-1-1-33720,09:22:00,09:22:15,1,69601
22-1-1-33720,09:24:00,09:24:15,2,69701
22-1-1-33720,09:25:00,09:25:15,3,69501
22-1-1-33720,09:27:00,09:28:15,4,126101
22-1-1-33720,09:29:00,09:29:15,5,125601
22-1-1-33720,09:30:00,09:30:15,6,125201
22-1-1-33720,09:31:00,09:31:15,7,427501
22-1-1-33720,09:32:00,09:32:15,8,427404
22-1-1-33720,09:33:00,09:33:15,9,427202
22-1-1-33720,09:35:00,09:35:15,10,679421
22-1-1-33720,09:36:00,09:36:15,11,679101
22-1-1-33720,09:38:00,09:38:15,12,119321
22-1-1-33720,09:40:00,09:40:15,13,116821
22-1-1-33720,09:41:00,09:41:15,14,114601
22-2-1022-39180,10:53:00,10:53:15,1,114602
22-2-1022-39180,10:54:00,10:54:15,2,116822
22-2-1022-39180,10:55:00,10:56:15,3,119322
22-2-1022-39180,10:57:00,10:57:15,4,679102
22-2-1022-39180,10:58:00,10:58:15,5,679422
22-2-1022-39180,11:00:00,11:00:15,6,427201
22-2-1022-39180,11:01:00,11:01:15,7,427403
22-2-1022-39180,11:03:00,11:03:15,8,427502
22-2-1022-39180,11:04:00,11:04:15,9,125202
22-2-1022-39180,11:05:00,11:05:15,10,125602
22-2-1022-39180,11:07:00,11:07:15,11,126102
22-2-1022-39180,11:09:00,11:09:15,12,69522
22-2-1022-39180,11:10:00,11:10:15,13,69702
22-2-1022-39180,11:12:00,11:12:15,14,69601
22-1-1-40920,11:22:00,11:22:15,1,69601
22-1-1-40920,11:24:00,11:24:15,2,69701
22-1-1-40920,11:25:00,11:25:15,3,69501
22-1-1-40920,11:27:00,11:28:15,4,126101
22-1-1-40920,11:29:00,11:29:15,5,125601
22-1-1-40920,11:30:00,11:30:15,6,125201
22-1-1-40920,11:31:00,11:31:15,7,427501
22-1-1-40920,11:32:00,11:32:15,8,427404
22-1-1-40920,11:33:00,11:33:15,9,427202
22-1-1-40920,11:35:00,11:35:15,10,679421
22-1-1-40920,11:36:00,11:36:15,11,679101
22-1-1-40920,11:38:00,11:38:15,12,119321
22-1-1-40920,11:40:00,11:40:15,13,116821
22-1-1-40920,11:41:00,11:41:15,14,114601
22-2-1022-46380,12:53:00,12:53:15,1,114602
22-2-1022-46380,12:54:00,12:54:15,2,116822
22-2-1022-46380,12:55:00,12:56:15,3,119322
22-2-1022-46380,12:57:00,12:57:15,4,679102
22-2-1022-46380,12:58:00,12:58:15,5,679422
22-2-1022-46380,13:00:00,13:00:15,6,427201
22-2-1022-46380,13:01:00,13:01:15,7,427403
22-2-1022-46380,13:03:00,13:03:15,8,427502
22-2-1022-46380,13:04:00,13:04:15,9,125202
22-2-1022-46380,13:05:00,13:05:15,10,125602
22-2-1022-46380,13:07:00,13:07:15,11,126102
22-2-1022-46380,13:09:00,13:09:15,12,69522
22-2-1022-46380,13:10:00,13:10:15,13,69702
22-2-1022-46380,13:12:00,13:12:15,14,69601
22-1-1-48120,13:22:00,13:22:15,1,69601
22-1-1-48120,13:24:00,13:24:15,2,69701
22-1-1-48120,13:25:00,13:25:15,3,69501
22-1-1-48120,13:27:00,13:28:15,4,126101
22-1-1-48120,13:29:00,13:29:15,5,125601
22-1-1-48120,13:30:00,13:30:15,6,125201
22-1-1-48120,13:31:00,13:31:15,7,427501
22-1-1-48120,13:32:00,13:32:15,8,427404
22-1-1-48120,13:33:00,13:33:15,9,427202
22-1-1-48120,13:35:00,13:35:15,10,679421
22-1-1-48120,13:36:00,13:36:15,11,679101
22-1-1-48120,13:38:00,13:38:15,12,119321
22-1-1-48120,13:40:00,13:40:15,13,116821
22-1-1-48120,13:41:00,13:41:15,14,114601
22-2-1022-53580,14:53:00,14:53:15,1,114602
22-2-1022-53580,14:54:00,14:54:15,2,116822
22-2-1022-53580,14:55:00,14:56:15,3,119322
22-2-1022-53580,14:57:00,14:57:15,4,679102
22-2-1022-53580,14:58:00,14:58:15,5,679422
22-2-1022-53580,15:00:00,15:00:15,6,427201
22-2-1022-53580,15:01:00,15:01:15,7,427403
22-2-1022-53580,15:03:00,15:03:15,8,427502
22-2-1022-53580,15:04:00,15:04:15,9,125202
22-2-1022-53580,15:05:00,15:05:15,10,125602
22-2-1022-53580,15:07:00,15:07:15,11,126102
22-2-1022-53580,15:09:00,15:09:15,12,69522
22-2-1022-53580,15:10:00,15:10:15,13,69702
22-2-1022-53580,15:12:00,15:12:15,14,69601
22-1-1-55320,15:22:00,15:22:15,1,69601
22-1-1-55320,15:24:00,15:24:15,2,69701
22-1-1-55320,15:25:00,15:25:15,3,69501
22-1-1-55320,15:27:00,15:28:15,4,126101
22-1-1-55320,15:29:00,15:29:15,5,125601
22-1-1-55320,15:30:00,15:30:15,6,125201
22-1-1-55320,15:31:00,15:31:15,7,427501
22-1-1-55320,15:32:00,15:32:15,8,427404
22-1-1-55320,15:33:00,15:33:15,9,427202
22-1-1-55320,15:35:00,15:35:15,10,679421
22-1-1-55320,15:36:00,15:36:15,11,679101
22-1-1-55320,15:38:00,15:38:15,12,119321
22-1-1-55320,15:40:00,15:40:15,13,116821
22-1-1-55320,15:41:00,15:41:15,14,114601
22-2-1022-60780,16:53:00,16:53:15,1,114602
22-2-1022-60780,16:54:00,16:54:15,2,116822
22-2-1022-60780,16:55:00,16:56:15,3,119322
22-2-1022-60780,16:57:00,16:57:15,4,679102
22-2-1022-60780,16:58:00,16:58:15,5,679422
22-2-1022-60780,17:00:00,17:00:15,6,427201
22-2-1022-60780,17:01:00,17:01:15,7,427403
22-2-1022-60780,17:03:00,17:03:15,8,427502
22-2-1022-60780,17:04:00,17:04:15,9,125202
22-2-1022-60780,17:05:00,17:05:15,10,125602
22-2-1022-60780,17:07:00,17:07:15,11,126102
22-2-1022-60780,17:09:00,17:09:15,12,69522
22-2-1022-60780,17:10:00,17:10:15,13,69702
22-2-1022-60780,17:12:00,17:12:15,14,69601
22-1-1-62520,17:22:00,17:22:15,1,69601
22-1-1-62520,17:24:00,17:24:15,2,69701
22-1-1-62520,17:25:00,17:25:15,3,69501
22-1-1-62520,17:27:00,17:28:15,4,126101
22-1-1-62520,17:29:00,17:29:15,5,125601
22-1-1-62520,17:30:00,17:30:15,6,125201
22-1-1-62520,17:31:00,17:31:15,7,427501
22-1-1-62520,17:32:00,17:32:15,8,427404
22-1-1-62520,17:33:00,17:33:15,9,427202
22-1-1-62520,17:35:00,17:35:15,10,679421
22-1-1-62520,17:36:00,17:36:15,11,679101
22-1-1-62520,17:38:00,17:38:15,12,119321
22-1-1-62520,17:40:00,17:40:15,13,116821
22-1-1-62520,17:41:00,17:41:15,14,114601
22-2-1022-67980,18:53:00,18:53:15,1,114602
22-2-1022-67980,18:54:00,18:54:15,2,116822
22-2-1022-67980,18:55:00,18:56:15,3,119322
22-2-1022-67980,18:57:00,18:57:15,4,679102
22-2-1022-67980,18:58:00,18:58:15,5,679422
22-2-1022-67980,19:00:00,19:00:15,6,427201
22-2-1022-67980,19:01:00,19:01:15,7,427403
22-2-1022-67980,19:03:00,19:03:15,8,427502
22-2-1022-67980,19:04:00,19:04:15,9,125202
22-2-1022-67980,19:05:00,19:05:15,10,125602
22-2-1022-67980,19:07:00,19:07:15,11,126102
22-2-1022-67980,19:09:00,19:09:15,12,69522
22-2-1022-67980,19:10:00,19:10:15,13,69702
22-2-1022-67980,19:12:00,19:12:15,14,69601
22-1-1-69720,19:22:00,19:22:15,1,69601
22-1-1-69720,19:24:00,19:24:15,2,69701
22-1-1-69720,19:25:00,19:25:15,3,69501
22-1-1-69720,19:27:00,19:28:15,4,126101
22-1-1-69720,19:29:00,19:29:15,5,125601
22-1-1-69720,19:30:00,19:30:15,6,125201
22-1-1-69720,19:31:00,19:31:15,7,427501
22-1-1-69720,19:32:00,19:32:15,8,427404
22-1-1-69720,19:33:00,19:33:15,9,427202
22-1-1-69720,19:35:00,19:35:15,10,679421
22-1-1-69720,19:36:00,19:36:15,11,679101
22-1-1-69720,19:38:00,19:38:15,12,119321
22-1-1-69720,19:40:00,19:40:15,13,116821
22-1-1-69720,19:41:00,19:41:15,14,114601
22-2-2022-75180,20:53:00,20:53:15,1,114602
22-2-2022-75180,20:54:00,20:54:15,2,116822
22-2-2022-75180,20:55:00,20:55:15,3,119322
22-2-2022-75180,20:56:00,20:56:15,4,679102
22-2-2022-75180,20:57:00,20:57:15,5,679422
22-2-2022-75180,20:59:00,20:59:15,6,427201
22-2-2022-75180,21:00:00,21:00:15,7,427403
22-2-2022-75180,21:02:00,21:02:15,8,427502
22-2-2022-75180,21:03:00,21:03:15,9,125202
22-2-2022-75180,21:04:00,21:04:15,10,125602
22-2-2022-75180,21:05:00,21:05:15,11,126102
22-2-2022-75180,21:07:00,21:07:15,12,69522
22-2-2022-75180,21:08:00,21:08:15,13,69702
22-2-2022-75180,21:10:00,21:10:15,14,69601
22-1-1-76920,21:22:00,21:22:15,1,69601
22-1-1-76920,21:24:00,21:24:15,2,69701
22-1-1-76920,21:25:00,21:25:15,3,69501
22-1-1-76920,21:27:00,21:28:15,4,126101
22-1-1-76920,21:29:00,21:29:15,5,125601
22-1-1-76920,21:30:00,21:30:15,6,125201
22-1-1-76920,21:31:00,21:31:15,7,427501
22-1-1-76920,21:32:00,21:32:15,8,427404
22-1-1-76920,21:33:00,21:33:15,9,427202
22-1-1-76920,21:35:00,21:35:15,10,679421
22-1-1-76920,21:36:00,21:36:15,11,679101
22-1-1-76920,21:38:00,21:38:15,12,119321
22-1-1-76920,21:40:00,21:40:15,13,116821
22-1-1-76920,21:41:00,21:41:15,14,114601
22-2-1022-22380,06:13:00,06:13:15,1,114602
22-2-1022-22380,06:14:00,06:14:15,2,116822
22-2-1022-22380,06:15:00,06:16:15,3,119322
22-2-1022-22380,06:17:00,06:17:15,4,679102
22-2-1022-22380,06:18:00,06:18:15,5,679422
22-2-1022-22380,06:20:00,06:20:15,6,427201
22-2-1022-22380,06:21:00,06:21:15,7,427403
22-2-1022-22380,06:23:00,06:23:15,8,427502
22-2-1022-22380,06:24:00,06:24:15,9,125202
22-2-1022-22380,06:25:00,06:25:15,10,125602
22-2-1022-22380,06:27:00,06:27:15,11,126102
22-2-1022-22380,06:29:00,06:29:15,12,69522
22-2-1022-22380,06:30:00,06:30:15,13,69702
22-2-1022-22380,06:32:00,06:32:15,14,69601
22-1-1-24120,06:42:00,06:42:15,1,69601
22-1-1-24120,06:44:00,06:44:15,2,69701
22-1-1-24120,06:45:00,06:45:15,3,69501
22-1-1-24120,06:47:00,06:48:15,4,126101
22-1-1-24120,06:49:00,06:49:15,5,125601
22-1-1-24120,06:50:00,06:50:15,6,125201
22-1-1-24120,06:51:00,06:51:15,7,427501
